Wavelength (nm),Absorbance
335.0,0.343
336.0,0.340
337.0,0.337
338.0,0.334
339.0,0.331
340.0,0.328
341.0,0.326
342.0,0.323
343.0,0.320
344.0,0.317
345.0,0.314
346.0,0.311
347.0,0.309
348.0,0.306
349.0,0.304
350.0,0.301
351.0,0.298
352.0,0.296
353.0,0.293
354.0,0.290
355.0,0.287
356.0,0.284
357.0,0.281
358.0,0.278
359.0,0.275
360.0,0.272
361.0,0.269
362.0,0.266
363.0,0.262
364.0,0.259
365.0,0.255
366.0,0.252
367.0,0.248
368.0,0.245
369.0,0.241
370.0,0.238
371.0,0.235
372.0,0.231
373.0,0.228
374.0,0.224
375.0,0.220
376.0,0.217
377.0,0.214
378.0,0.211
379.0,0.208
380.0,0.205
381.0,0.201
382.0,0.198
383.0,0.195
384.0,0.192
385.0,0.190
386.0,0.187
387.0,0.184
388.0,0.181
389.0,0.179
390.0,0.176
391.0,0.174
392.0,0.172
393.0,0.170
394.0,0.168
395.0,0.166
396.0,0.164
397.0,0.162
398.0,0.160
399.0,0.158
400.0,0.156
401.0,0.154
402.0,0.153
403.0,0.151
404.0,0.149
405.0,0.148
406.0,0.146
407.0,0.145
408.0,0.143
409.0,0.142
410.0,0.141
411.0,0.139
412.0,0.138
413.0,0.136
414.0,0.135
415.0,0.133
416.0,0.132
417.0,0.131
418.0,0.129
419.0,0.128
420.0,0.126
421.0,0.125
422.0,0.124
423.0,0.123
424.0,0.121
425.0,0.120
426.0,0.119
427.0,0.118
428.0,0.116
429.0,0.115
430.0,0.114
431.0,0.113
432.0,0.112
433.0,0.110
434.0,0.109
435.0,0.108
436.0,0.107
437.0,0.106
438.0,0.105
439.0,0.104
440.0,0.103
441.0,0.103
442.0,0.102
443.0,0.101
444.0,0.100
445.0,0.099
446.0,0.099
447.0,0.098
448.0,0.097
449.0,0.097
450.0,0.096
451.0,0.096
452.0,0.095
453.0,0.094
454.0,0.094
455.0,0.093
456.0,0.093
457.0,0.092
458.0,0.092
459.0,0.091
460.0,0.091
461.0,0.091
462.0,0.090
463.0,0.089
464.0,0.089
465.0,0.089
466.0,0.088
467.0,0.088
468.0,0.087
469.0,0.087
470.0,0.086
471.0,0.086
472.0,0.085
473.0,0.085
474.0,0.084
475.0,0.084
476.0,0.083
477.0,0.082
478.0,0.082
479.0,0.081
480.0,0.081
481.0,0.080
482.0,0.080
483.0,0.079
484.0,0.078
485.0,0.078
486.0,0.077
487.0,0.077
488.0,0.076
489.0,0.075
490.0,0.075
491.0,0.074
492.0,0.074
493.0,0.073
494.0,0.073
495.0,0.072
496.0,0.072
497.0,0.071
498.0,0.070
499.0,0.070
500.0,0.069
501.0,0.069
502.0,0.068
503.0,0.068
504.0,0.067
505.0,0.067
506.0,0.067
507.0,0.066
508.0,0.066
509.0,0.065
510.0,0.065
511.0,0.064
512.0,0.064
513.0,0.063
514.0,0.063
515.0,0.063
516.0,0.062
517.0,0.062
518.0,0.062
519.0,0.061
520.0,0.061
521.0,0.060
522.0,0.060
523.0,0.060
524.0,0.059
525.0,0.059
526.0,0.058
527.0,0.058
528.0,0.058
529.0,0.057
530.0,0.057
531.0,0.057
532.0,0.056
533.0,0.056
534.0,0.055
535.0,0.055
536.0,0.055
537.0,0.054
538.0,0.054
539.0,0.053
540.0,0.053
541.0,0.053
542.0,0.053
543.0,0.052
544.0,0.052
545.0,0.052
546.0,0.051
547.0,0.051
548.0,0.051
549.0,0.050
550.0,0.050
551.0,0.050
552.0,0.049
553.0,0.049
554.0,0.049
555.0,0.049
556.0,0.048
557.0,0.048
558.0,0.048
559.0,0.047
560.0,0.047
561.0,0.047
562.0,0.047
563.0,0.046
564.0,0.046
565.0,0.046
566.0,0.046
567.0,0.045
568.0,0.045
569.0,0.045
570.0,0.045
571.0,0.044
572.0,0.044
573.0,0.044
574.0,0.044
575.0,0.043
576.0,0.043
577.0,0.043
578.0,0.043
579.0,0.042
580.0,0.042
581.0,0.042
582.0,0.042
583.0,0.042
584.0,0.041
585.0,0.041
586.0,0.041
587.0,0.041
588.0,0.041
589.0,0.040
590.0,0.040
591.0,0.040
592.0,0.040
593.0,0.040
594.0,0.039
595.0,0.039
596.0,0.039
597.0,0.039
598.0,0.039
599.0,0.039
600.0,0.038
601.0,0.038
602.0,0.038
603.0,0.038
604.0,0.038
605.0,0.037
606.0,0.037
607.0,0.037
608.0,0.037
609.0,0.037
610.0,0.037
611.0,0.036
612.0,0.036
613.0,0.036
614.0,0.036
615.0,0.036
616.0,0.036
617.0,0.035
618.0,0.035
619.0,0.035
620.0,0.035
621.0,0.035
622.0,0.035
623.0,0.035
624.0,0.034
625.0,0.034
626.0,0.034
627.0,0.034
628.0,0.034
629.0,0.034
630.0,0.034
631.0,0.033
632.0,0.033
633.0,0.033
634.0,0.033
635.0,0.033
636.0,0.033
637.0,0.032
638.0,0.032
639.0,0.032
640.0,0.032
641.0,0.032
642.0,0.032
643.0,0.032
644.0,0.031
645.0,0.031
646.0,0.031
647.0,0.031
648.0,0.031
649.0,0.031
650.0,0.031
651.0,0.031
652.0,0.031
653.0,0.031
654.0,0.030
655.0,0.030
656.0,0.030
657.0,0.030
658.0,0.030
659.0,0.030
660.0,0.030
661.0,0.029
662.0,0.029
663.0,0.029
664.0,0.029
665.0,0.029
666.0,0.029
667.0,0.029
668.0,0.029
669.0,0.029
670.0,0.029
671.0,0.028
672.0,0.028
673.0,0.028
674.0,0.028
675.0,0.028
676.0,0.028
677.0,0.028
678.0,0.028
679.0,0.028
680.0,0.027
681.0,0.027
682.0,0.027
683.0,0.027
684.0,0.027
685.0,0.027
686.0,0.027
687.0,0.027
688.0,0.027
689.0,0.027
690.0,0.026
691.0,0.027
692.0,0.026
693.0,0.026
694.0,0.026
695.0,0.026
696.0,0.026
697.0,0.026
698.0,0.026
699.0,0.026
700.0,0.026
701.0,0.026
702.0,0.026
703.0,0.026
704.0,0.026
705.0,0.025
706.0,0.025
707.0,0.026
708.0,0.025
709.0,0.025
710.0,0.025
711.0,0.025
712.0,0.025
713.0,0.025
714.0,0.025
715.0,0.025
716.0,0.025
717.0,0.025
718.0,0.025
719.0,0.025
720.0,0.025
721.0,0.025
722.0,0.025
723.0,0.025
724.0,0.025
725.0,0.024
726.0,0.024
727.0,0.024
728.0,0.024
729.0,0.024
730.0,0.024
731.0,0.024
732.0,0.024
733.0,0.024
734.0,0.024
735.0,0.024
736.0,0.024
737.0,0.024
738.0,0.024
739.0,0.024
740.0,0.024
741.0,0.024
742.0,0.024
743.0,0.024
744.0,0.023
745.0,0.023
746.0,0.023
747.0,0.023
748.0,0.023
749.0,0.023
750.0,0.023
751.0,0.023
752.0,0.023
753.0,0.023
754.0,0.023
755.0,0.023
756.0,0.023
757.0,0.023
758.0,0.023
759.0,0.023
760.0,0.023
761.0,0.023
762.0,0.023
763.0,0.022
764.0,0.023
765.0,0.022
766.0,0.022
767.0,0.022
768.0,0.022
769.0,0.022
770.0,0.022
771.0,0.022
772.0,0.022
773.0,0.022
774.0,0.022
775.0,0.022
776.0,0.022
777.0,0.022
778.0,0.022
779.0,0.022
780.0,0.022
781.0,0.022
782.0,0.022
783.0,0.022
784.0,0.022
785.0,0.022
786.0,0.021
787.0,0.021
788.0,0.021
789.0,0.021
790.0,0.021
791.0,0.021
792.0,0.021
793.0,0.021
794.0,0.021
795.0,0.021
796.0,0.021
797.0,0.021
798.0,0.021
799.0,0.021
800.0,0.021
