2theta	Intensity
-6.090385455358623	109.33404107304194
-6.089581074226789	111.984536312641
-6.088776692931111	122.78305705454886
-6.087972311471612	136.53638860651444
-6.087167929848311	149.97240983268642
-6.086363548061231	156.99092927450778
-6.0855591661103965	153.11319701786806
-6.084754783995824	162.74746500289942
-6.083950401717542	183.359412569042
-6.083146019275566	184.94931717687928
-6.082341636669923	188.97375910864733
-6.081537253900631	208.9736106429413
-6.080732870967713	222.79014287157509
-6.079928487871191	238.11684752813693
-6.079124104611088	262.6071722307661
-6.078319721187425	274.2935261802943
-6.077515337600222	272.03455430670954
-6.076710953849503	268.843707125399
-6.075906569935289	259.4623300819226
-6.0751021858576015	226.33583978852437
-6.074297801616462	199.85334718076416
-6.0734934172118935	201.9782158081124
-6.07268903264392	194.5787371598661
-6.071884647912556	173.97678938932444
-6.071080263017831	165.95488826428658
-6.0702758779597605	181.2523595139909
-6.069471492738373	184.59078776764687
-6.068667107353685	169.47928776246266
-6.067862721805722	153.28545839642788
-6.067058336094502	140.66810829074848
-6.066253950220048	129.0686944402119
-6.0654495641823845	128.00391414524967
-6.064645177981528	127.9682147874974
-6.0638407916175066	124.18147171418056
-6.063036405090338	116.1699406429028
-6.062232018400048	114.80648292346328
-6.0614276315466515	111.76107317849863
-6.060623244530177	105.46818455973693
-6.059818857350641	102.69141960782876
-6.059014470008069	91.58918665661616
-6.058210082502483	79.35678291775892
-6.0574056948339035	76.67744779046026
-6.056601307002351	70.54196197314425
-6.055796919007849	65.14776031969896
-6.054992530850419	70.42648796834685
-6.054188142530083	71.99281263697614
-6.053383754046863	63.75571896405779
-6.052579365400779	60.32149521745271
-6.0517749765918545	60.91638281093205
-6.050970587620112	53.94029864211874
-6.050166198485573	47.7072126017093
-6.049361809188257	49.46172096799931
-6.048557419728187	45.88636974555019
-6.047753030105386	43.83804578979115
-6.046948640319873	51.55505019683068
-6.0461442503716745	60.8177253435142
-6.0453398602608095	58.697092685502085
-6.044535469987299	49.67355710936025
-6.043731079551165	42.6794357166102
-6.04292668895243	44.8232446827153
-6.042122298191116	49.76851449726519
-6.041317907267245	42.60147456341027
-6.040513516180838	33.621200409445095
-6.039709124931918	37.62919662734
-6.038904733520506	41.20531346676903
-6.038100341946623	48.16174890852072
-6.037295950210291	52.56763354620781
-6.036491558311534	45.23368362309756
-6.035687166250372	40.66336720680632
-6.034882774026827	39.1778511436202
-6.034078381640921	34.57090075422368
-6.033273989092673	36.38209607651272
-6.032469596382109	47.19499643051888
-6.03166520350925	46.49340647707742
-6.030860810474117	41.99977183285954
-6.030056417276733	39.952519274989925
-6.029252023917114	40.49710886533428
-6.028447630395291	41.517635534851536
-6.027643236711278	39.31507261758089
-6.026838842865103	35.006955517658255
-6.026034448856782	32.380499772478274
-6.025230054686341	40.46370375057836
-6.024425660353801	53.4276932589787
-6.023621265859182	51.08427112825194
-6.022816871202508	41.474109532286136
-6.022012476383801	30.716725510878515
-6.021208081403079	27.650396919355995
-6.020403686260366	35.70259829052624
-6.019599290955686	42.05021393168662
-6.018794895489061	39.6869193755178
-6.017990499860506	37.56287589530694
-6.017186104070052	35.24906414605633
-6.016381708117714	35.79932442650243
-6.015577312003516	36.87570424377216
-6.0147729157274785	33.04216301424326
-6.01396851928963	28.40226397868808
-6.013164122689983	29.46921080663516
-6.012359725928564	33.94279101701319
-6.011555329005395	40.59703897102538
-6.010750931920498	44.99888440160587
-6.009946534673892	43.19595259766388
-6.0091421372656	43.50742357056674
-6.008337739695649	51.096764259100965
-6.007533341964051	48.60181229212421
-6.006728944070836	40.62165265657725
-6.00592454601602	35.34814782338552
-6.005120147799631	33.58587529024154
-6.004315749421684	35.754501257928226
-6.0035113508822056	39.072705703723614
-6.002706952181217	37.26237391094173
-6.0019025533187405	35.774344635930206
-6.001098154294794	33.02165241052948
-6.0002937551094035	31.564803983727085
-5.999489355762587	32.77578109637624
-5.99868495625437	33.798242683794285
-5.997880556584774	31.177914967525812
-5.997076156753819	33.38264351168237
-5.996271756761526	37.96566438268055
-5.99546735660792	39.64722452784363
-5.994662956293018	42.22353359940866
-5.993858555816846	50.29802903893931
-5.9930541551794265	47.84753076526887
-5.992249754380779	38.42959256971727
-5.991445353420925	36.98229052289536
-5.990640952299887	37.41009929263453
-5.989836551017685	33.06618163229064
-5.989032149574345	30.295513665416397
-5.988227747969886	31.607713084341107
-5.987423346204329	32.33653884095791
-5.9866189442777	31.790453756974628
-5.985814542190015	33.31017045909584
-5.9850101399412985	32.749243301901565
-5.984205737531574	36.280987357048495
-5.98340133496086	39.00833911984535
-5.982596932229181	37.43388902905582
-5.981792529336558	40.72527234886697
-5.9809881262830125	45.9460952927967
-5.980183723068565	41.238816938588
-5.979379319693239	36.86202624220288
-5.978574916157057	41.06332984858081
-5.97777051246004	46.51703521036751
-5.976966108602208	47.52479899520018
-5.9761617045835855	46.004884141450766
-5.975357300404193	37.48537855629826
-5.974552896064052	31.797622959476485
-5.973748491563184	37.30403940656218
-5.972944086901613	42.573318753731385
-5.972139682079358	40.59337861598728
-5.971335277096443	38.64967616856376
-5.9705308719528905	37.137967209605165
-5.969726466648721	38.33821065107758
-5.968922061183953	46.09679048058759
-5.968117655558611	50.99681635843774
-5.967313249772718	45.795911188221645
-5.966508843826296	35.90763008695236
-5.965704437719366	35.38167195524743
-5.96490003145195	37.97124021850552
-5.964095625024067	37.39251822082444
-5.9632912184357405	39.0682104056396
-5.962486811686996	47.5951770934876
-5.96168240477785	51.23749820123784
-5.960877997708327	38.56243349357267
-5.9600735904784505	31.467729722593496
-5.959269183088236	42.19808065944026
-5.9584647755377125	44.4849222394305
-5.957660367826898	37.47506666032927
-5.956855959955812	32.817059736850325
-5.956051551924482	37.22591907580402
-5.955247143732927	41.9293087407808
-5.954442735381172	45.844549629156745
-5.953638326869231	49.68104684305349
-5.952833918197131	47.43203665441422
-5.952029509364893	41.00639568759621
-5.951225100372541	39.167629425965934
-5.950420691220094	43.44867847938467
-5.949616281907575	47.73005125237116
-5.948811872435005	50.44284369731453
-5.948007462802405	53.164326393753925
-5.947203053009798	55.263010164184
-5.946398643057209	57.47746014739528
-5.945594232944652	62.74361501642928
-5.944789822672156	60.208112778336215
-5.9439854122397415	55.7211305128819
-5.943181001647429	50.68793115151658
-5.942376590895239	46.7304974115558
-5.941572179983193	54.34144284219488
-5.940767768911315	62.94569595471003
-5.939963357679628	63.09604680958945
-5.939158946288149	62.22430511282843
-5.938354534736906	61.66604302833749
-5.937550123025916	58.897413375847606
-5.936745711155202	66.3892612620155
-5.935941299124787	73.56208032255692
-5.93513688693469	75.81694511161487
-5.934332474584939	79.16821080379495
-5.933528062075549	77.9190727224231
-5.932723649406543	69.01285288114278
-5.931919236577945	67.65692829205523
-5.931114823589775	74.01679982144131
-5.930310410442058	83.12146406602609
-5.92950599713481	89.30739935068019
-5.928701583668059	103.05334396060944
-5.927897170041827	112.6221433919544
-5.927092756256128	102.1986646309132
-5.9262883423109916	93.82330718335476
-5.925483928206433	111.0190658730722
-5.92467951394248	125.18440579950672
-5.923875099519152	114.74555867273055
-5.92307068493647	113.6139059606096
-5.9222662701944575	131.9859232022546
-5.921461855293135	142.10663850428307
-5.920657440232527	146.7051881316748
-5.919853025012649	161.48473082233025
-5.919048609633528	175.20680119965118
-5.918244194095186	182.18934160097152
-5.917439778397643	209.1226176122736
-5.91663536254092	223.39757109944688
-5.915830946525043	221.28921279503308
-5.915026530350027	243.0114721186037
-5.914222114015899	279.81904229392376
-5.91341769752268	292.7807477528038
-5.91261328087039	319.4300596978077
-5.9118088640590525	350.4693595480758
-5.911004447088689	361.5313862134519
-5.910200029959324	382.4079627486447
-5.90939561267097	406.083918598814
-5.908591195223656	414.95270388538427
-5.907786777617406	418.43936313763936
-5.906982359852238	421.439470078766
-5.906177941928176	428.4632367662955
-5.905373523845238	434.3620378124579
-5.904569105603449	420.4561368545266
-5.90376468720283	398.12667953528273
-5.902960268643399	370.8452300390657
-5.902155849925184	355.3407535903658
-5.901351431048206	354.45331958349664
-5.900547012012484	339.9159964020777
-5.899742592818042	305.3443335301139
-5.898938173464898	278.0994781458514
-5.898133753953077	257.3820569495244
-5.897329334282599	249.25188408269184
-5.896524914453489	246.7891410023903
-5.895720494465769	231.6799297714929
-5.894916074319457	219.572430344458
-5.894111654014575	220.9942857140352
-5.893307233551145	213.81787419948373
-5.892502812929192	206.6361601494338
-5.891698392148734	199.00975714032597
-5.890893971209796	187.74593404442305
-5.890089550112399	155.23088907359886
-5.889285128856562	126.27248003738252
-5.8884807074423104	121.78853411610952
-5.887676285869664	121.54343544746594
-5.8868718641386435	116.43602053348872
-5.886067442249274	102.76601596732912
-5.885263020201576	103.40451123260982
-5.884458597995572	112.83099839043687
-5.883654175631281	104.83005417137426
-5.882849753108725	95.44171053953694
-5.882045330427928	91.86214035170246
-5.881240907588911	92.70199173600882
-5.880436484591694	79.98443705765368
-5.879632061436307	63.18806582474747
-5.87882763812276	61.54948631890828
-5.8780232146510825	64.82132586995107
-5.87721879102129	62.22047340845316
-5.876414367233412	58.24657964059502
-5.875609943287467	63.82134369306628
-5.874805519183473	65.05347648391484
-5.874001094921458	63.92407278342824
-5.8731966705014385	64.14206729947172
-5.872392245923442	62.97061864286094
-5.871587821187484	61.1257565123936
-5.8707833962935885	58.58867535632635
-5.869978971241781	56.93541100612623
-5.86917454603208	53.87369920532615
-5.8683701206645065	49.59740605596794
-5.867565695139085	43.21804524735147
-5.866761269455832	38.75360505002117
-5.865956843614777	42.911631113241
-5.865152417615936	47.06741225955573
-5.864347991459332	49.90689863592066
-5.863543565144992	50.284911718648246
-5.862739138672927	51.11172153478197
-5.861934712043168	50.04077930388748
-5.861130285255731	46.28385882961542
-5.860325858310644	42.681526560477664
-5.859521431207924	43.15864115137476
-5.858717003947593	46.49705469291983
-5.857912576529676	46.85947623312693
-5.857108148954192	46.51878569071313
-5.856303721221162	40.931737672176666
-5.8554992933306105	37.11452621248839
-5.854694865282559	39.47615675044271
-5.853890437077026	41.33255476591872
-5.853086008714037	46.72111361442772
-5.852281580193613	49.35129036484215
-5.851477151515774	42.781974452735575
-5.850672722680542	39.00904277274928
-5.8498682936879405	49.27480988493667
-5.8490638645379915	60.08752859030592
-5.848259435230715	51.50521914692897
-5.847455005766135	39.24414911043628
-5.846650576144271	39.67093686965979
-5.8458461463651465	45.17974172279835
-5.845041716428782	42.79707663388778
-5.844237286335199	35.15273030996278
-5.84343285608442	34.16863383837347
-5.842628425676468	43.3795949707018
-5.841823995111364	42.0223701272753
-5.84101956438913	34.5999969741526
-5.840215133509785	40.441171329163225
-5.839410702473354	52.8179143531907
-5.838606271279856	51.71125807629903
-5.837801839929316	45.35137462875452
-5.836997408421754	45.721819525748685
-5.836192976757196	45.45358703923373
-5.835388544935657	46.999628011588406
-5.83458411295716	48.7322764475247
-5.833779680821729	43.54242966975382
-5.832975248529386	36.14512222465884
-5.832170816080152	36.04963459227966
-5.831366383474051	35.294449317808485
-5.8305619507111	32.32373558180866
-5.8297575177913235	33.079493813621
-5.828953084714745	32.1031104671232
-5.828148651481382	31.18912895220805
-5.827344218091262	31.08523630633666
-5.8265397845444005	29.93242517201672
-5.825735350840825	32.17247097754179
-5.824930916980553	36.90456908299304
-5.824126482963608	44.41877174461121
-5.823322048790013	50.7001525118998
-5.822517614459788	46.02698190809524
-5.821713179972955	40.15601998705999
-5.820908745329536	37.13245010920696
-5.820104310529553	33.41658887126362
-5.819299875573028	28.42646631902462
-5.818495440459982	25.690301746198877
-5.817691005190438	24.678240646570213
-5.816886569764416	24.201449180392075
-5.816082134181941	30.519620706012063
-5.815277698443028	38.37534235775522
-5.8144732625477085	40.28412586539891
-5.813668826495995	40.40802976290949
-5.812864390287915	35.70395421228281
-5.812059953923489	28.33164621437769
-5.811255517402739	28.939654949808965
-5.810451080725687	33.65093853834921
-5.8096466438923535	37.27930069899323
-5.80884220690276	38.190768798060354
-5.80803776975693	33.94189664213816
-5.807233332454882	29.335541255478176
-5.806428894996644	34.284967679021186
-5.805624457382232	42.69742740256323
-5.804820019611669	43.527391637272
-5.80401558168498	38.93659894478824
-5.803211143602184	37.292076055744616
-5.802406705363302	40.1838113355748
-5.801602266968357	41.59096560625869
-5.80079782841737	39.34673156666368
-5.799993389710365	38.2784847833808
-5.799188950847363	43.54340068351756
-5.798384511828383	47.25524455878981
-5.797580072653448	42.46049942513011
-5.796775633322583	36.167982702194514
-5.795971193835807	34.09764023472417
-5.795166754193143	32.69038072494664
-5.7943623143946095	28.115961618708187
-5.793557874440234	24.01575757707861
-5.7927534343300335	30.09631594431743
-5.791948994064032	40.89011273812648
-5.791144553642248	40.683577853692
-5.790340113064708	35.41603115757421
-5.78953567233143	33.326444049374594
-5.788731231442441	34.21705716686
-5.787926790397757	39.14874859617605
-5.787122349197401	39.92624742209499
-5.786317907841397	36.83944015971114
-5.785513466329766	35.03998144656935
-5.784709024662528	33.913530167573406
-5.783904582839708	31.5285022477498
-5.783100140861326	30.97047631758746
-5.7822956987274035	35.716462491673084
-5.7814912564379615	39.0661414551594
-5.780686813993023	35.20736845309298
-5.779882371392609	31.98288896854305
-5.7790779286367435	40.609310848834426
-5.778273485725446	48.26194063001919
-5.7774690426587405	42.203323362861184
-5.776664599436645	36.817944822450336
-5.775860156059183	29.90736762159768
-5.7750557125263775	22.555965829105485
-5.774251268838253	25.161535279159743
-5.773446824994823	34.89334986777361
-5.772642380996117	43.37359089604721
-5.771837936842152	49.02057681394008
-5.771033492532952	42.94059384300936
-5.770229048068541	34.960120623694166
-5.769424603448935	27.437267596484524
-5.768620158674161	22.40967350214779
-5.76781571374424	26.854019681281432
-5.76701126865919	33.0519248511544
-5.7662068234190365	41.09079754233053
-5.765402378023799	45.09770889498464
-5.764597932473505	44.307766620686266
-5.763793486768167	40.72848921767584
-5.762989040907812	33.94115712151012
-5.762184594892461	28.87343086326832
-5.761380148722139	28.998835039754077
-5.760575702396864	29.83370759261697
-5.7597712559166565	32.11806994314031
-5.758966809281543	38.51479700013892
-5.758162362491539	40.73783353349621
-5.757357915546673	40.15063671873508
-5.756553468446962	40.24930621903938
-5.755749021192433	40.451355295469966
-5.754944573783103	42.06717188903626
-5.754140126218992	42.30994583804121
-5.753335678500129	33.916492384939744
-5.75253123062653	26.165770907841647
-5.751726782598217	28.747643571119717
-5.750922334415213	36.418738061242536
-5.750117886077543	38.15490923617514
-5.749313437585227	35.86886912911014
-5.748508988938281	33.11539919184504
-5.747704540136735	32.93392745514592
-5.746900091180604	32.91526555352893
-5.746095642069913	29.538268438901127
-5.745291192804687	31.23034425892018
-5.744486743384943	38.58470906500156
-5.743682293810705	40.79298501209149
-5.742877844081993	37.95870524427167
-5.742073394198828	42.06390148165613
-5.741268944161234	45.501220080013
-5.7404644939692355	35.44132475872512
-5.73966004362285	30.1092261323593
-5.738855593122101	32.72456459800474
-5.7380511424670075	34.62864708655336
-5.737246691657594	38.63459937278637
-5.736442240693883	44.1244044742737
-5.735637789575897	45.525993343310944
-5.73483333830365	42.815576815046725
-5.734028886877176	33.71644008162264
-5.733224435296488	27.720176436749888
-5.7324199835616065	31.194068831072585
-5.731615531672562	33.16705194564043
-5.730811079629366	30.16358718029635
-5.730006627432051	25.430191042229264
-5.729202175080633	29.156216816808364
-5.7283977225751315	38.611356489025326
-5.727593269915571	39.66092966794467
-5.7267888171019745	32.10217738986259
-5.725984364134363	27.39707911554161
-5.725179911012755	28.21714261592796
-5.724375457737176	31.485525880682854
-5.723571004307649	34.05544703673978
-5.722766550724191	37.29375093786376
-5.721962096986827	39.69738462100707
-5.721157643095578	40.61255158356804
-5.720353189050466	41.07404918075205
-5.7195487348515135	36.155337924598925
-5.71874428049874	31.550238898869715
-5.71793982599217	33.76576841203746
-5.717135371331824	35.65628657344551
-5.716330916517723	35.92742793779053
-5.7155264615498895	32.97120851317084
-5.714722006428346	27.32130755649635
-5.713917551153112	25.7501223685333
-5.713113095724212	32.681044245850906
-5.712308640141667	37.18207975727284
-5.711504184405499	36.90298240970711
-5.710699728515729	37.15684700758317
-5.709895272472377	34.07783749080448
-5.70909081627547	27.47811234851504
-5.708286359925022	27.809771681622102
-5.707481903421065	31.341192607349885
-5.706677446763611	32.21042208086531
-5.705872989952688	35.17721598761186
-5.705068532988314	35.37874811816234
-5.704264075870513	33.11102259619246
-5.703459618599306	32.42167508343999
-5.7026551611747145	36.69487826426874
-5.701850703596762	41.83142572784437
-5.701046245865469	43.785995706822106
-5.700241787980857	46.45258820654757
-5.699437329942948	46.24340245341942
-5.698632871751766	37.51770756271332
-5.6978284134073265	32.929499823986106
-5.69702395490966	34.48536524854185
-5.696219496258781	36.30954956959704
-5.695415037454713	37.54645006027612
-5.694610578497481	38.03564378307391
-5.693806119387102	35.69343491965873
-5.693001660123602	34.02685279181122
-5.6921972007070005	36.43193414627434
-5.6913927411373235	36.821279729876245
-5.690588281414585	32.742590651497665
-5.689783821538813	30.57135907914492
-5.688979361510024	27.396242338353773
-5.688174901328247	24.59374418015461
-5.687370440993496	31.443818597611177
-5.686565980505799	35.06552228796523
-5.685761519865178	33.04869807855186
-5.684957059071648	34.00762892572063
-5.684152598125235	33.92692655225844
-5.683348137025962	31.067477152859155
-5.6825436757738474	34.01424730555
-5.681739214368918	40.33782634928716
-5.680934752811191	40.46253325464792
-5.680130291100689	33.855498899818585
-5.679325829237437	31.91211451528797
-5.6785213672214505	34.95598776158409
-5.677716905052757	37.293614445476
-5.676912442731377	37.45646219716327
-5.676107980257331	35.64399816234218
-5.675303517630643	35.36068679293105
-5.6744990548513305	35.94967094980258
-5.673694591919419	36.384030332686834
-5.672890128834929	32.476346749274086
-5.672085665597883	29.506527095546154
-5.671281202208301	28.71817547749223
-5.670476738666209	28.37811680975753
-5.669672274971625	29.641145468087963
-5.668867811124569	30.845132157051296
-5.668063347125067	31.72723099250601
-5.667258882973139	31.56169211739002
-5.666454418668808	30.01623266301772
-5.665649954212092	29.289680195404955
-5.664845489603019	32.21958906560576
-5.664041024841606	32.04055298309873
-5.663236559927875	26.80112402630087
-5.662432094861849	22.970007189871588
-5.661627629643551	28.92156231782898
-5.660823164272999	40.98136711906624
-5.660018698750219	34.43816444029157
-5.659214233075231	24.917574184412388
-5.658409767248056	22.228001064861125
-5.657605301268716	22.371213676525976
-5.6568008351372345	25.663544910832677
-5.655996368853629	28.93743943478005
-5.6551919024179265	27.720489141424096
-5.654387435830147	26.472766396226938
-5.653582969090313	30.268088833733792
-5.6527785021984425	35.72100614430843
-5.65197403515456	38.61773628238781
-5.651169567958687	42.26049428767698
-5.6503651006108475	40.443788423870586
-5.649560633111061	39.020386252103634
-5.648756165459346	33.148349412430946
-5.6479516976557305	26.46846164141884
-5.647147229700234	35.18762490099656
-5.646342761592877	47.116861832867066
-5.645538293333682	42.860375007378806
-5.64473382492267	39.6460471758532
-5.643929356359866	39.7898133313221
-5.643124887645288	36.47448711803376
-5.642320418778958	32.33540080735034
-5.641515949760899	27.300882019134693
-5.640711480591134	27.37184531090408
-5.639907011269683	32.068040602399805
-5.639102541796567	32.22250807200361
-5.63829807217181	30.09561623548917
-5.637493602395433	28.62507303653708
-5.636689132467459	30.424808462490084
-5.635884662387907	32.86571171448003
-5.635080192156799	31.25151021471093
-5.63427572177416	29.87874906745185
-5.6334712512400085	31.449971361866982
-5.632666780554369	31.41610041704712
-5.631862309717259	29.659999849850934
-5.631057838728703	26.316415911294705
-5.630253367588724	21.788140387383287
-5.629448896297344	22.676660078498475
-5.62864442485458	27.92617608918206
-5.627839953260459	39.31218830643592
-5.627035481515002	48.02222575310349
-5.626231009618228	40.69731758814837
-5.625426537570161	33.78574356359783
-5.624622065370821	31.25425314910082
-5.623817593020231	28.09638124320329
-5.623013120518414	27.761548629762103
-5.62220864786539	28.946154056626156
-5.621404175061181	31.18006054643978
-5.620599702105809	31.24654273412048
-5.619795228999296	28.855866652167464
-5.618990755741662	25.65477090252701
-5.618186282332933	25.998724131329
-5.617381808773126	30.702116378860897
-5.616577335062265	30.92222874119485
-5.615772861200373	28.066380276479435
-5.61496838718747	32.72309358565522
-5.614163913023577	37.6701325500994
-5.613359438708719	34.269318017999296
-5.6125549642429124	29.26101594815725
-5.611750489626185	27.567156492087424
-5.6109460148585555	25.580909359041573
-5.610141539940047	31.029540717937795
-5.609337064870678	37.527623997361
-5.6085325896504745	34.81809007495804
-5.607728114279455	30.765220363106067
-5.606923638757643	30.676325932165028
-5.606119163085059	24.917158498931
-5.605314687261727	26.80774355963873
-5.6045102112876695	31.631193188247927
-5.603705735162901	31.64354439095922
-5.602901258887451	28.392568395560968
-5.60209678246134	28.64409673816964
-5.601292305884587	30.7961415235594
-5.600487829157218	30.7702715042275
-5.599683352279249	27.31234727269833
-5.598878875250705	26.962500137048696
-5.598074398071608	28.909558683479627
-5.597269920741979	31.20202413699847
-5.59646544326184	35.13994760099631
-5.595660965631214	35.74450431272911
-5.594856487850122	34.44579546537982
-5.5940520099185855	32.029238476105704
-5.593247531836624	29.665809665918708
-5.5924430536042635	27.431551128216256
-5.591638575221523	28.80210314842316
-5.590834096688425	31.61065702250256
-5.590029618004991	29.643875101971744
-5.589225139171246	28.818577243130783
-5.588420660187205	25.26974453621867
-5.587616181052895	25.21845828623021
-5.586811701768337	30.08086711611382
-5.586007222333549	34.982836431224904
-5.585202742748561	40.39949194825733
-5.584398263013386	38.05379841786434
-5.58359378312805	34.14094390292888
-5.582789303092575	32.917676294984766
-5.581984822906982	32.19246152653699
-5.581180342571292	32.0933529551858
-5.580375862085529	31.439869944577563
-5.579571381449711	30.93434742020205
-5.578766900663865	29.5422376105419
-5.577962419728007	26.11005277160424
-5.577157938642165	25.400222425305152
-5.576353457406353	28.960719841218783
-5.575548976020599	32.28519692886261
-5.574744494484923	31.058783165259342
-5.573940012799348	33.72182782214662
-5.573135530963891	36.18134807490486
-5.572331048978581	31.24393417615129
-5.571526566843434	26.38934794299177
-5.570722084558473	27.94474937788844
-5.569917602123723	28.915183172709167
-5.569113119539201	30.555407778666087
-5.568308636804933	34.53600480396249
-5.567504153920938	32.14584313816852
-5.566699670887238	30.251110224511528
-5.565895187703857	32.82692146417708
-5.565090704370814	33.49516337908596
-5.564286220888132	30.677303361893784
-5.563481737255832	30.877078283228077
-5.562677253473936	37.26626712905652
-5.561872769542468	44.13291715814412
-5.561068285461446	42.90005897356201
-5.560263801230895	36.430491433238345
-5.559459316850835	33.89634185917757
-5.558654832321288	34.65329852973954
-5.557850347642277	31.999981684609477
-5.557045862813823	27.947928163231865
-5.5562413778359465	28.96031551834508
-5.555436892708672	36.599562592238456
-5.554632407432017	43.14578173241969
-5.553827922006006	39.345169959413184
-5.553023436430662	32.43309752204854
-5.552218950706006	34.93962566791925
-5.551414464832059	37.82832847559442
-5.5506099788088425	36.87396461249276
-5.549805492636377	37.42249863751443
-5.549001006314688	34.99687594910512
-5.5481965198437955	32.59882637797584
-5.547392033223719	31.43236723170704
-5.546587546454484	27.90385775562976
-5.54578305953611	26.264310901172276
-5.544978572468619	28.11179357040844
-5.544174085252033	32.08727251280537
-5.543369597886375	35.57329346019668
-5.542565110371665	35.765338851451034
-5.541760622707925	32.74231078064866
-5.540956134895178	33.24006009861679
-5.5401516469334435	37.79312544095785
-5.539347158822745	39.53115307583114
-5.538542670563104	39.23152792728261
